name,category,address,district,hours,lat,lng,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats
Шоколадница,кофейня,"Москва, Дмитровское шоссе, 163Ак1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",55.910447,37.542227,4.1,,Цена чашки капучино:239–274 ₽,,256.0,1,
Все шашлыки,быстрое питание,"Москва, улица Плещеева, 4А",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",55.883611,37.604645,4.1,,,,,0,
Магбургер,быстрое питание,"Москва, Дмитровское шоссе, вл163",Северо-Восточный административный округ,"ежедневно, круглосуточно",55.915402,37.538246,4.3,средние,Средний счёт:390–460 ₽,425.0,,1,
Бистро 24,быстрое питание,"Москва, улица Софьи Ковалевской, 2",Северный административный округ,"ежедневно, круглосуточно",55.876522,37.534638,4.1,,,,,1,48.0
Поляна,"бар,паб","Москва, улица Корнейчука, 16",Северо-Восточный административный округ,"ежедневно, 13:00–04:00",55.901244,37.612982,4.9,,,,,0,50.0
Бобры,кафе,"Москва, улица Пришвина, 12, корп. 2",Северо-Восточный административный округ,пн-пт 09:00–16:00,55.887819,37.597082,4.0,,,,,0,44.0
Линии вкуса,ресторан,"Москва, Проектируемый проезд № 5265",Северный административный округ,"ежедневно, 09:00–23:00",55.891971,37.554376,4.1,,Средний счёт:1000–1500 ₽,1250.0,,0,
Палки-Скалки,пиццерия,"Москва, улица Римского-Корсакова, 11, корп. 8",Северо-Восточный административный округ,"ежедневно, круглосуточно",55.87596,37.603525,4.0,,,,,0,
Кафе,кафе,"Москва, Дмитровское шоссе, 163А",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",55.90883,37.53879,4.0,,,,,0,
ЛаКафе,кафе,"Москва, бульвар Академика Ландау, 3",Северо-Восточный административный округ,пн-чт 08:00–20:00; пт-вс 10:00–22:00,55.920386,37.553217,4.3,выше среднего,Средний счёт:700–1500 ₽,1100.0,,0,
Домино'с Пицца,пиццерия,"Москва, Дубнинская улица, 71, корп. 1",Северный административный округ,"ежедневно, 10:00–23:00",55.87863,37.556826,4.2,,,,,1,70.0
Яндекс Лавка,ресторан,"Москва, Дмитровское шоссе, 107с17",Северный административный округ,"ежедневно, 07:00–00:00",55.881291,37.539301,4.3,,,,,1,
Wild bean cafe,кафе,"Москва, улица Плещеева, 2, стр. 1",Северо-Восточный административный округ,"ежедневно, круглосуточно",55.882732,37.604527,4.1,,,,,1,25.0
Эстетик,кафе,"Москва, Алтуфьевское шоссе, 56Г",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",55.880234,37.587487,4.4,,,,,0,
Флокс,булочная,"Москва, Алтуфьевское шоссе, 70, корп. 1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",55.888456,37.587993,3.8,,Средний счёт:500–700 ₽,600.0,,0,120.0
Бута бар,кафе,"Москва, Илимская улица, 1, корп. 3",Северо-Восточный административный округ,"ежедневно, 11:00–23:00",55.891173,37.569405,3.3,средние,Средний счёт:800–1000 ₽,900.0,,0,
Узбекистан,быстрое питание,"Москва, Алтуфьевское шоссе, 84",Северо-Восточный административный округ,"ежедневно, 08:00–23:00",55.896186,37.588214,1.4,,,,,0,4.0
Шаурма на углях,кафе,"Москва, улица Пришвина, 3Б",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",55.88987,37.591102,4.1,,,,,1,50.0
Домино'с Пицца,пиццерия,"Москва, улица Плещеева, 1",Северо-Восточный административный округ,"пн-пт 11:00–00:00; сб,вс 10:00–00:00",55.884999,37.605968,4.2,средние,,,,1,25.0
Кафе Луна,кафе,"Москва, улица Плещеева, 11В",Северо-Восточный административный округ,"пн-чт 12:00–02:00; пт,сб 12:00–04:00; вс 12:00–02:00",55.888663,37.614069,4.3,,,,,0,50.0
One Price Coffee,кофейня,"Москва, Дмитровское шоссе, 163А, корп. 1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",55.909838,37.541526,4.0,,,,,1,350.0
Menza,кафе,"Москва, Лобненская улица, 4А",Северный административный округ,"ежедневно, 11:00–00:00",55.889881,37.537676,4.5,средние,Средний счёт:700–1000 ₽,850.0,,1,40.0
Булкер,столовая,"Москва, Дмитровское шоссе, 100, корп. 2",Северный административный округ,пн-пт 08:00–16:00,55.882577,37.549715,3.5,низкие,Средний счёт:240 ₽,240.0,,1,120.0
Домовёнок Кузя,кафе,"Москва, улица Софьи Ковалевской, 1с8",Северный административный округ,"ежедневно, 10:00–22:00",55.878957,37.531169,3.9,,,,,0,
